100,2,242700,4394229.48,0
101217,1,25889,5457733.28,0
1033551,4,31075,387462.48,0
1046540,1,16764,422199.68,0
105152,1,26254,2154461.02,0
1055,1,1635,37.46,0
1055765,5,8377,1100319.94,0
1059431,5,5414,3081374.88,0
1078273,5,6989,115643.6,0
1107098,5,16080,225740.2,0
1114216,2,16566,438124.8,0
1151345,1,21259,113397,0
1166326,1,16909,17612,0
1170082,2,10948,2763174.6,0
1174291,1,20984,1643827.28,0
1174353,2,35503,3922584.7,0
1174948,1,6552,147192.78,0
117754,3,14600,1148512.48,0
1185644,5,11412,1842091.1,1
1194762,1,4528,1386,0
1218414,1,25878,109415.58,0
122024,1,72818,6991741.18,0
122402,2,175797,34204061.06,1
1226741,4,32056,2433749.3,1
123351,1,9832,1158327.9,0
1238686,1,4694,1002,0
1259625,1,5728,38778,0
1259629,1,7139,235202.5,0
1275878,1,106820,7568240.9,0
131977,1,34866,6000573.52,1
1340053,5,27010,1389369.24,0
1345299,5,132636,11323428.88,1
1345550,1,27732,1578390.3,0
1377498,5,6363,1291664.54,0
1382531,3,8277,331684.4,0
1392210,1,23683,577297.54,0
1406692,1,5669,11041,0
1420538,1,6016,12503,0
1424327,5,6386,775075.78,0
14317,1,20395,837004.7,0
1443964,3,53639,1829498.52,0
1461129,2,17433,267058.72,0
1473221,1,15095,219722.7,0
1488293,6,35294,1726538.64,0
1523780,1,12587,574194.72,0
1525851,2,54715,1206298.92,0
1569773,1,35665,687540.86,0
1571223,5,41222,3083776.38,0
159854,1,14534,72805.5,0
1642665,1,14763,264029.8,0
1675620,5,12999,140483,0
1693612,2,6986,266153,0
1711892,1,500,2884,0
1746258,3,40454,1784965.04,1
1746607,6,18260,221373.8,0
1746622,1,18265,842235.4,0
1746670,6,21059,260991.3,0
1746678,1,5690,352832.1,0
1746684,6,20538,369704.5,0
1746691,1,32955,394048.24,0
1746696,1,27427,467709.22,0
1746707,1,7340,243724.1,0
1746730,1,21431,212161.1,0
1746741,1,21071,311776.8,0
1746775,1,21295,186845,0
1746796,6,6028,225445,0
1746812,1,9626,132486.5,0
1746903,6,5452,466548.04,0
1746916,1,6183,241230.8,0
1746926,1,5431,245568,0
1746940,2,5686,280881.6,0
1746946,1,6663,302396.3,0
1746956,6,23976,304216,0
1746964,6,32587,456856.26,0
1746967,1,37685,404616.42,0
1746975,3,21021,269722.76,0
1746982,1,37145,345892.36,0
1746986,1,16280,126088,0
1746992,5,6679,171745,0
1747020,6,5645,240211.2,0
1747037,4,30959,2814540,0
1747046,6,12535,986759.9,0
1747058,1,17448,123235,0
1747064,1,15668,299357.3,0
1747073,4,30678,303940,0
1747082,1,14127,184102,0
1747098,5,20804,549044.6,0
1747104,1,27345,400158.96,0
1747109,3,8935,245916.2,0
1747118,5,11574,280689,0
1756941,5,73532,4962815.7,1
1762318,1,71,133.3,0
17732,1,25285,9746415.1,1
1783144,1,27620,387121.8,0
1789753,1,2982,5881,0
18065,1,17551,127497.2,0
181680,5,19800,901586.86,0
1818574,5,61577,8795833.06,1
182190,1,16482,607270.22,0
184011,5,10393,553257.44,0
184972,5,220413,48197704.08,1
1863767,4,5366141,4839235.5,1
1877962,1,18689,608504.5,0
1879439,1,15106,845312.8,0
1890812,1,3519,40682,0
19002,1,290654,9502137.8,1
1905213,1,11088,159111.2,0
1906863,4,13703,202348.3,0
1909816,1,3916,4248,0
1918229,3,6214,228582,0
1918702,5,15100,140914.2,0
1927496,2,46287,1279049.2,1
194702,5,12826,2547423.72,0
1949572,1,6604,34770,0
1953492,1,9141,14259,0
1955264,1,19428,311034.94,0
1985471,1,4483,721085.32,0
1994725,1,20533,112463.2,0
20415,2,80193,9398392.26,1
2048877,5,10285,661704.1,0
206858,3,142028,15507402.92,1
2080088,2,5576,1748611.5,0
211561,2,13059,2550462.34,0
2132902,3,131037,8317530.92,0
213312,1,774,5,0
2150758,5,564740,21509962.76,1
2170535,1,291,4619,0
217344,1,12108,547564.1,0
218859,1,202754,23529270.42,1
2196112,1,4699,10666,0
2203134,1,15920,345390.24,0
2213717,1,2451,4346.4,0
221800,5,20198,1809569.36,0
2219893,5,9924,96964,0
2221685,1,2435,8271,0
222286,1,16865,1537080.3,0
2223446,2,13418,687064.2,0
2226599,6,5367,148879.3,0
223521,2,32715,1193867.3,0
2236160,1,5740,324284.7,0
2255521,2,20192,1264287.32,0
2263058,2,8662,373056.7,0
2266528,5,4548,651003.36,0
227209,1,12118,14461.1,0
2274388,1,124,1,0
2276636,1,2997,14712.84,0
227670,1,17523,998815.42,0
2280784,1,3070,7186,0
2280858,1,3919,70158.5,0
230977,1,21089,806410.96,0
231464,3,31145,7085761.3,1
2320076,1,23228,1106701.24,0
2320825,5,8348,227637.22,0
2347539,4,11164,1077662.6,0
235442,1,20839,388068.8,0
2372385,1,8094,580184.72,0
2376085,1,3656,10072,0
2402044,5,353504,24673604.08,1
2406708,1,11243,578119.8,0
2422087,5,29967,2047036.9,1
2426302,1,6428,128771.4,0
2430168,5,17049,1000870.08,0
2436390,2,6201,297895.6,0
2454554,6,7756,162587.6,0
247565,1,16399,284484.04,0
248753,1,94273,24908776.42,0
2488840,1,2488,77394,0
2489820,1,5261,19058,0
249818,2,3572,501171.1,0
252308,1,21262,90719.7,0
252802,1,188408,22006261,1
2543831,1,13719,153161,0
2561342,5,19852,381891.9,0
259676,5,110710,25119895.1,1
260322,1,40403,4656141.78,0
2623035,2,31670,229947.06,0
263824,2,39586,2169060.02,1
2644306,1,9749,186725.6,0
2645825,4,18796,176036,0
265593,1,23905,984055.18,0
2669499,1,6225,164154.76,0
2675610,1,16336,69133,0
269666,6,52558,746235.2,0
269675,6,19117,255453.5,0
26977,1,2236,8547.1,0
272713,1,16734,878706.7,0
2733882,1,3971,6869,0
273878,1,15773,69597,0
273998,1,30093,5250220.66,0
276200,1,113602,2775611.52,1
276685,2,677904,3421081.18,1
278349,5,35642,1465049.94,0
2793084,2,23994,1247285.86,0
2804288,1,105,10892,0
2845872,2,32947,96386,0
288016,2,6554687,59102738.14,1
2935323,1,23529,1496588.4,0
2971401,2,8886,700034.28,0
2978358,3,8009,51810.4,0
299854,1,25268,950750.34,0
3014399,5,642630,17686182.28,1
304391,6,52815,6923461.82,1
3090650,1,12956,387223.88,0
3111185,4,10420,135619.1,0
312872,3,25418,4008391.42,0
3151398,1,7902,35274.9,0
315457,2,76065,9264379.66,1
319576,1,18274,317531,0
320212,1,14891,43710,0
320257,1,18740,491029.68,0
3205522,1,19963,66235.7,0
321987,1,34815,3218229.14,0
3221207,1,10218,938337.12,0
3245989,1,28745,276714.12,0
3246260,4,26669,141493.4,0
3252575,1,2204,964,0
326852,3,17585,203047.94,0
327187,1,4541,45795.1,0
3278506,1,1642,4725,0
329667,1,55901,2585912.24,0
329961,1,11457,92071,0
3337730,1,18043,588814.76,0
3353038,5,58761,3061806.94,1
3354636,5,96390,4854611.98,1
3355467,2,8525,156360.7,0
336568,1,11585,28007,0
3377456,1,41348,1075944,0
338759,1,43007,693183.64,0
339404,1,201,2159,0
3417285,3,7687,257454.84,0
3439096,1,32305,1322333.94,0
3464401,1,4935,41112,0
3507369,1,3264,14728,0
3535928,1,8694,26458,0
35518,2,17542,789486.22,0
3561196,2,11707,192093.4,0
3568481,2,22574,559495.6,0
3573342,1,33443,357328.92,0
3619456,5,27488,440912.52,0
3625698,2,5539,98552,0
3627789,2,9920,432666.88,0
36337,1,73413,5558501.52,1
3641909,1,10270,138002.2,0
3653606,5,44285,3727984.76,0
3688712,3,36292,549741.32,0
3696551,1,19752,405680.9,0
3699153,1,7101,126084,0
3700024,1,20373,353240.48,0
3712744,1,8687,73371,0
3722203,1,22150,115018,0
3742036,1,5497,168776,0
3788347,1,40,4199,0
3789245,1,41323,876074.2,0
3805715,5,28685,16629623.44,1
3811092,4,7156,142634.56,0
3812807,1,13884,70347.6,0
3815770,6,40728,1757239.52,1
3817802,1,11066,156725.9,0
3819519,1,4171,6777,0
3830820,2,20667,135836.8,0
3834441,4,31489,669999.2,0
3853399,5,116313,3747448.28,1
3870925,3,29291,1716940.96,0
3890258,1,5110,10888,0
3922461,1,18987,600510.4,0
3924578,3,16157,3172415.78,1
3928,3,58671,7187825.24,0
3934804,1,7749,88929.4,0
3942756,1,8149,38132.2,0
3948440,3,5877,53032.2,0
3980787,1,22473,180567.4,0
3998922,1,9058,4406,0
4004697,2,6977,136796.22,0
4016775,3,6729,962466.8,1
4046436,5,20724,273388.4,0
4050148,5,8466,1745295.3,1
4063996,1,32,15,0
4099553,1,5454,290331.34,0
4104016,4,21799,6755392.36,0
4105989,1,33233,46348.3,0
4111457,1,2,8,0
4115165,1,12701,114324.16,0
413199,5,424541,31365436.04,1
413200,1,34377,228449,0
413573,1,18813,996970.54,0
416499,1,8477,4772271.38,1
4167309,3,19589,171276.3,0
4167368,4,24233,258016.56,0
4198150,1,601,103,0
421065,4,188540,4263026.56,1
423544,1,27826,778305.12,0
4238878,1,22934,360037.3,0
4246519,1,33875,1475251.1,0
427088,1,2875,153274.8,0
4278572,1,3238,68750.82,0
4289726,1,801,2,0
4290663,1,501,1,0
4290711,1,21081,483839.2,0
4296484,1,5451,285587.32,0
4297088,1,64,1,0
4318030,2,14280,162299.2,0
4332,1,67338,7177470.94,1
4334531,5,146423,7160542.96,1
434213,6,58786,11395611.64,1
4352369,1,23339,155402,0
436596,2,30565,581653.8,0
4373285,1,44244,307437.06,0
4381531,1,10616,13294,0
4385615,1,6346,59471.5,0
4386193,6,18550,240401,0
4386211,6,18756,203614.5,0
4396578,1,8219,14148.32,0
4431370,3,29041,328547.78,0
4438592,1,7254,289432.92,0
4447018,4,7981,226722.3,0
447302,1,6721,343561.1,0
448066,1,25172,472569.2,0
448067,2,7653,150952.2,0
4502643,1,4546,25703,0
4505431,1,10677,253204.76,0
451517,1,30331,693726.6,0
4529906,1,2835,25237,0
453518,1,20384,1300454.86,0
453567,1,21488,6687265.98,0
454109,5,23580,254378.4,0
454589,1,5064,285837.68,0
454867,2,41933,4528075.1,1
4549169,1,42307,1439816.16,1
455652,1,1402,1,0
455891,1,20497,400330.26,0
457231,6,47501,858544.28,0
4572527,1,7081,10630,0
4584905,5,4353,147098.9,0
4588918,1,16250,184825,0
4589101,1,6435,147602.12,0
461130,4,250120,29185148.02,1
462187,1,19239,352577.5,0
4622331,5,8480,98608,0
4648478,2,14959,177227.5,0
465761,1,22427,741507.52,0
4660190,4,11195,212189.7,0
4673134,1,13753,157788.18,0
4674560,3,16594,162991.8,0
4683042,3,15875,163526.8,0
4685614,1,16456,90398.1,0
4730689,5,5508,268204.4,0
4738255,4,7483,77383.1,0
4744344,1,4509,13664,0
4750772,1,4025,4852,0
4818114,5,12148,397552.58,0
4839596,5,4957,167422,0
485979,5,8981,1719369,0
4864966,1,3213,7072,0
4870914,1,28318,444349.02,0
4874333,5,33312,1049572.46,0
4877140,1,11882,53287,0
4880657,1,10477,52095,0
4895778,5,9107,3243819.38,0
4896460,1,6932,152923,0
4915027,1,3200,49835.8,0
4918767,1,3695,90386,0
4922724,1,10612,191395.14,0
4927479,5,55145,1609898.02,1
4944033,1,19560,159180.9,0
500228,2,5757,1666163.6,0
500980,2,16639,400309.66,0
5011357,3,11937,513562.76,0
501455,1,20996,347659.42,0
5018030,1,7311,18350,0
5018973,1,7039,83129.24,0
5028934,1,17613,144429.4,0
5033502,2,46668,1189954.8,0
504314,2,17403,338600.4,0
5044959,1,103,88,0
5071749,4,36488,251343.6,0
5075829,4,11044,80279.8,0
508118,1,21600,982091.44,0
5083946,1,7555,133223.1,0
508540,4,25828,117435.58,0
508609,1,8733,14184,0
511338,1,4445,27830,0
5127679,5,12552,118692.3,0
5128225,1,10812,84775,0
5129261,2,6462,92790,0
5149023,2,8371,165159.4,0
5150548,1,25622,230993.7,0
5155410,4,97979,1551872,0
516089,4,6573,763305.4,0
5163330,5,12543,228348.02,0
5176879,1,29263,192761,0
518855,1,18324,15216.2,0
5221750,3,231832,994715.5,0
5228136,3,20079,214133.98,0
5228138,1,124399,171551.8,0
5243442,6,54076,4930175.6,1
5247428,4,5835,166087.44,0
525207,1,36460,4271507.1,0
5261342,1,16834,193402.48,0
5266943,1,4249,12734.1,0
52678,5,33332,743158.82,0
5268050,1,20809,976824.74,0
52787,1,89703,14034324.86,1
5291224,5,14236,231734.5,0
5297380,6,172779,22767117.78,1
530685,1,20813,778590.82,0
5308451,1,5019,23297,0
5310964,5,4565,119871.6,0
531426,4,11548,1070071.44,0
5321322,1,12746,109261.6,0
5367400,5,67677,1829868.64,1
5376072,1,6861,43996.1,0
5379840,1,7364,11978,0
5393107,6,6010,65771.6,0
540662,1,10186,162010.82,0
5422706,1,15774,46821,0
5423,1,68371,5616244.64,1
5426978,1,5955,72719,0
5429211,2,11635,68032,0
5437905,5,14974,754505.08,0
5438554,1,3435,4428.7,0
5449227,5,39274,2729845.34,1
5456510,1,7783,122586,0
5462271,1,27175,310405.14,0
5480877,1,30854,190022.6,0
5483310,4,36158,1300491.38,0
549419,1,842,2544,0
5500154,2,35013,448752.14,0
5503685,5,11094,572528.52,0
5512104,3,143513,5145237.42,1
5515269,1,22239,126106,0
5516985,1,16366,151641,0
5522351,1,20277,155243.84,0
5527668,1,25021,354091.5,0
5551915,5,18714,1527132.98,0
5557704,3,22454,985409.76,0
5560182,5,16485,5294246.58,1
5574362,4,81455,4065716.44,1
5579031,1,6941,77000,0
5585261,1,9365,23200.8,0
5586463,1,15035,188222.3,0
5594046,1,27934,348508.42,0
55955,1,24497,1763293.9,0
5598573,1,2252,617,0
5602868,2,5674,66951.2,0
5608009,2,8712,168748.3,0
5610399,5,18417,386070.8,0
561470,5,5175,98398.74,0
562225,1,9901,92328.1,0
5626117,1,4354,9918,0
5629699,5,30010,569639.3,0
5635110,1,4943,4152,0
5637160,5,5813,215001.66,0
5646003,2,10014,84219.2,0
5646920,1,22745,95404.58,0
5649083,3,10378,116776.94,0
5649408,2,29558,320711.2,0
564978,1,3414,46932,0
5658951,1,18464,93958.1,0
567075,1,17708,425522.58,0
5674126,5,20696,3783329.72,1
5676086,3,6818,164915.16,0
5679074,5,16976,905170.58,0
5681989,1,6436,5886,0
5682532,1,19714,425325.4,0
5689514,1,12016,73718.4,0
5692901,1,10311,64193.2,0
5695955,1,8778,61215.6,0
5697360,1,4338,42029.8,0
5727827,3,5605,428479.48,0
5736862,1,16643,90020.16,0
5750589,1,16854,81478,0
5757019,1,5334,60432,0
5760159,1,10479,125917.8,0
5773153,5,73072,1667671.2,0
5781925,1,4971,19749,0
5792609,1,37049,565852.02,0
5804037,1,4733,130091.2,0
5820184,2,9878,66495.4,0
5820284,1,6043,28703,0
5827123,1,18125,69905.5,0
5828297,1,23518,193899.5,0
5840798,1,9518,33168,0
5854464,1,20577,89233.9,0
5854469,3,8098,161700.5,0
5856256,1,9088,17138,0
5864358,1,12246,13471,0
5872811,1,10105,63882,0
5873420,2,18359,123998.9,0
5875025,1,5763,69126.9,0
5883066,1,14009,76596.32,0
5895688,1,4031,87422.82,0
5897449,1,7369,33791,0
5899909,5,5346,319473.28,0
5902359,1,981,1552,0
5906880,1,7124,44076,0
5908256,1,17145,105900,0
5916938,1,7196,17966,0
5922241,4,13556,242710.16,0
5922259,3,17187,245359.3,0
5923395,6,10834,80218.1,0
5923654,1,5200,10546,0
5925266,1,9767,41438,0
5932002,3,18008,159805.12,0
5937573,1,5085,46187.2,0
5937667,1,10153,39699,0
5937793,1,6406,41249,0
5942736,1,5776,25014,0
5945454,1,6994,55327,0
5945467,1,26088,68015.4,0
5945553,2,3461,52677,0
5949064,1,10763,129373.82,0
5955369,1,6282,57387.3,0
59612,1,66038,5013067.48,0
5965851,1,21386,107294.5,0
5971774,1,8617,40590,0
5973796,5,14066,2509860.9,1
597560,1,18664,158219.58,0
5978166,4,28039,935686.8,0
5979128,1,18552,66462,0
5980417,1,12116,34177,0
598385,1,10428,57794,0
5985320,1,16972,59550.2,0
5990864,1,15722,74064.4,0
5992836,1,8477,4815,0
5995412,1,5295,20665,0
6000765,1,4350,22732.9,0
6001806,1,5629,51621,0
6002106,2,12445,42686,0
6004550,1,7804,50514,0
6017929,1,5493,863,0
6018480,1,7580,51587,0
6026410,5,28646,1228010.28,1
6026726,1,36799,106915,0
6027991,1,15755,60182.4,0
6030144,1,20390,102896.2,0
604642,5,92954,4972260.26,0
6052703,6,25018,218302,0
605964,3,28752,695544.54,0
6060141,1,13067,17580,0
6063353,1,3142,7700,0
6071154,1,23195,78506.1,0
6083541,1,9569,46201.62,0
6091425,1,19600,72785.8,0
6100412,6,19408,94585,0
6100444,1,23339,74882,0
6106031,1,9532,63823.3,0
6112512,1,12421,44604,0
6118124,1,4322,12468.8,0
6122147,2,37317,145962.6,0
6125105,1,7762,45849,0
6125179,6,21664,167988,0
6125267,6,32056,240741,0
6125325,1,16997,75425,0
6126043,1,3497,14613,0
6137709,1,12794,43965,0
6139431,1,6442,19122,0
6140298,1,17393,33209,0
6164110,1,7558,38976.2,0
6166038,4,15660,182213.12,0
6169274,5,15396,1756157.9,1
6171173,1,9486,44456,0
6174032,1,8761,26170.6,0
6174121,3,190731,10334579.18,1
6175346,5,32796,462609.14,0
6176733,1,3944,159113.72,0
6178735,1,12006,37348.2,0
6181250,1,4923,10331,0
6187148,1,4102,19588.1,0
618738,1,2704,5721,0
6192146,1,21303,42039,0
6195467,1,6460,11006,0
6199122,1,21492,34670,0
6199123,1,21288,40683,0
6207237,5,44193,1944775.48,0
6216598,1,6053,9498,0
622111,2,17495,446152.5,0
6233598,1,7832,24126,0
6234257,1,18725,113534.9,0
6235429,1,5210,11259,0
6235926,3,5415,94389.6,0
6241733,1,14866,46425,0
624536,6,13176,182026,0
6257133,1,2542,2064,0
6270114,1,10181,52368.3,0
6278630,3,12611,53353.74,0
6280432,1,2793,4646,0
6280754,1,18989,160787.88,0
6281396,1,6301,31455,0
6282674,1,3387,5486,0
6292546,1,22321,34903.2,0
6295904,3,9272,448263.94,0
6304653,1,6998,23611,0
6309346,1,14787,26495,0
6309506,5,55834,690576.52,0
6310590,1,3103,3780,0
6311968,1,2173,7024,0
6312763,1,4474,413,0
6313250,1,13148,32581.4,0
6315077,1,10847,24204,0
6318189,1,24088,45401,0
6321805,1,10912,18052,0
632765,1,4933,85702.6,0
6328321,1,18767,59759.6,0
6334021,1,6143,8549,0
6341263,1,12583,24888,0
6343035,6,34430,2929158.92,0
6344652,3,83419,4549076.5,1
6344696,3,46986,4801715.02,1
6350462,1,14149,21702,0
635277,4,14372,413279.6,0
6362714,2,7462,59065.3,0
6363802,4,4885,67337.1,0
6366443,1,5336,18767.4,0
6371566,1,7353,18574,0
6377748,5,352652,3305743.54,0
6378798,1,14228,36606,0
638209,1,15134,49173.3,0
6384512,1,6555,11780,0
6385375,1,14193,13262,0
6385749,1,2701,96,0
6396307,1,4555,3932,0
6404228,1,7531,1466,0
6404860,1,20208,32665.5,0
6408423,1,6200,15903,0
6418646,1,10351,17103,0
6419168,1,7976,3096,0
6424783,1,6976,9100,0
6428240,6,70099,4975512.76,1
6436328,3,20976,65923.28,0
6436370,1,3423,7000,0
6438808,1,2298,11881,0
6442074,1,8832,7567,0
6446208,1,5926,27642,0
6449753,1,5019,8873,0
6450997,1,5319,5035,0
6451273,1,6185,10421,0
6454152,1,4773,589,0
6457090,1,25056,2645,0
6461539,1,6878,375,0
6461602,5,22713,283772.12,0
6462332,1,6418,47729,0
6462597,1,35998,48499,0
6464786,6,15155,1046175.9,0
6466999,1,8559,4509,0
6467139,1,3313,11888,0
6467274,1,16525,16666.2,0
6468801,1,5173,123629,0
6473219,1,4825,13482,0
6474009,1,4862,5621,0
6476467,1,5514,14699,0
6480619,5,39246,399149.1,0
6484294,1,4196,7648,0
648814,1,7822,556806.3,0
6490951,3,16393,163618.82,0
6494864,1,6524,8241,0
6495282,1,14212,12819,0
6502837,1,3786,235,0
6505557,1,2745,6080,0
6508681,1,9420,10406,0
6509253,1,5736,11096,0
6511083,1,4678,12,0
6517467,5,38539,854742.74,0
6518920,2,5729,114003.78,0
6519928,1,2890,700,0
6531347,1,5759,731.2,0
6539052,1,2813,8198,0
6542419,1,1907,2067,0
6544993,1,2487,865,0
6548709,1,3704,8218,0
656474,1,30039,856933.36,0
6571165,1,4709,4899,0
662991,5,36543,4950551.7,1
664810,3,17440,619685.8,0
66821,1,6144,44408.6,0
668785,1,34169,1138823.42,0
671706,5,20582,641260.16,0
672240,1,15620,665477.5,0
674441,1,34770,902667.98,0
675072,1,19344,3695995.68,0
677683,2,34485,418195.5,0
691316,5,22511,4510801.58,0
700317,5,87760,6768862.22,1
705690,1,128865,153582.1,0
708960,5,21638,411861.04,0
70987,1,13714,1158057.7,0
713443,1,19129,395453.2,0
713634,1,18528,275643.4,0
71771,1,24122,26477756.6,1
718393,6,21950,315245.8,0
782967,1,5865,10088,0
788127,2,10848,255947.3,0
798989,2,6761,593223.8,0
800141,1,4579,15914,0
802164,1,4041,11734.14,0
806854,5,8171,167277,0
816016,1,18946,460288.2,0
81970,1,45095,3902884.9,1
827190,3,8900,280412.08,0
8372,5,13525,1468529.98,0
8564,5,10061,141534.4,0
85894,2,239074,20696826.6,1
862439,5,27510,3485606.6,0
885443,5,99388,7523924.44,1
890434,1,18543,7352461.82,0
895416,5,7138,1003876.1,0
899798,1,22754,1463848.94,0
907756,1,7922,356361.3,0
925724,1,33392,2463495.28,0
93589,4,520704,29596027.34,1
937547,1,3588,11422.9,0
944823,5,10345,202903.24,0
953193,1,14557,717717.8,0
959989,1,1729,3613,0
964492,5,4106,65850.5,0
96577,1,125954,20753995.14,1
966276,2,14485,1314193.62,0
992271,5,8905,807607.78,0
99579,1,12711,873042.88,0
997925,1,22117,1038899.3,0
